Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Downtown Augusta,4803646,21.3,-125921,-851,14.1315579414368%,371
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Edgefield County (Cluster),205342,19.67,1084,-34,8.43763053417206%,22
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Edgefield County,205342,19.67,1084,-34,8.43763053417206%,22
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Evans/Martinez (Cluster),1668124,19.93,4960,-224,1.99457593262196%,294
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Evans/Martinez,1668124,19.93,4960,-224,1.99457593262196%,294
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - McDuffie County (Cluster),184682,18.21,4865,-19,5.56470043957233%,45
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - McDuffie County,184682,18.21,4865,-19,5.56470043957233%,45
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - North Augusta (Cluster),679025,20.34,-15927,-115,2.82213464379311%,112
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - North Augusta,679025,20.34,-15927,-115,2.82213464379311%,112
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - North Richmond County (Cluster),3276052,21.27,25160,-516,4.0700513869524%,417
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - North Richmond County,3276052,21.27,25160,-516,4.0700513869524%,417
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Aiken County (Cluster),2549278,21.12,7275,-349,4.44510169327259%,392
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Aiken County,2549278,21.12,7275,-349,4.44510169327259%,392
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Columbia County (Cluster),687666,18.05,-25289,-112,5.21692223846912%,107
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Columbia County,687666,18.05,-25289,-112,5.21692223846912%,107
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - South Richmond County (Cluster),854778,17.8,-1789,-131,4.11358289420605%,157
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - South Richmond County,854778,17.8,-1789,-131,4.11358289420605%,157
Office,2025 Q3,All,2025 Q2,Augusta - GA USA - Suburban (Location Type),10203033,20.34,179,-1516,3.8995660841465%,1557
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Bastrop County (Cluster),626156,33.21,-5844,-75,6.8955659866333%,128
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Bastrop County,626156,33.21,-5844,-75,6.8955659866333%,128
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Caldwell County (Cluster),186684,33.95,-775,-19,0.404962385073304%,50
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Caldwell County,186684,33.95,-775,-19,0.404962385073304%,50
Office,2025 Q3,All,2025 Q2,Austin - TX USA - CBD (Cluster),25175869,57.63,-524153,142011,23.2087880373001%,491
Office,2025 Q3,All,2025 Q2,Austin - TX USA - CBD,25175869,57.63,-524153,142011,23.2087880373001%,491
Office,2025 Q3,All,2025 Q2,Austin - TX USA - CBD (Location Type),25175869,57.63,-524153,142011,23.2087880373001%,491
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Cedar Park (Cluster),3531471,35.1,68081,109017,10.5469927191734%,365
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Cedar Park,3531471,35.1,68081,109017,10.5469927191734%,365
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Central (Cluster),7748066,36.2,225902,-1431,10.4481689631939%,445
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Central,7748066,36.2,225886,-1431,10.4483753442764%,445
Office,2025 Q3,All,2025 Q2,Austin - TX USA - East (Cluster),10320450,47.21,387955,352545,28.052431344986%,430
Office,2025 Q3,All,2025 Q2,Austin - TX USA - East,10320450,47.21,387955,352545,28.052431344986%,430
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Far Northeast (Cluster),1354904,32.54,-577,17059,6.93842545151711%,122
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Far Northeast,1354904,32.54,-577,17059,6.93842545151711%,122
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Far Northwest (Cluster),6149609,36.98,-191161,31778,18.2695358991623%,226
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Far Northwest,6149609,36.98,-191161,31778,18.2695358991623%,226
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Georgetown (Cluster),3473697,32.84,62750,257764,12.5286981463432%,496
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Georgetown,3473697,32.84,62750,257764,12.5286981463432%,496
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Hays County (Cluster),3430483,31.84,34214,55334,7.36514329910278%,456
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Hays County,3430483,31.84,34214,55334,7.36514329910278%,456
Office,2025 Q3,All,2025 Q2,Austin - TX USA - North (Cluster),11078485,47.85,140325,-2921,11.0050424933434%,216
Office,2025 Q3,All,2025 Q2,Austin - TX USA - North/Domain,11078485,47.85,140280,-2921,11.0054485499859%,216
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Northeast (Cluster),6034595,31.7,-36573,-26612,29.644837975502%,127
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Northeast,6034595,31.7,-36573,-26612,29.644837975502%,127
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Northwest (Cluster),18501105,37.04,-185489,-3455,23.0493307113647%,479
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Northwest,18501105,37.04,-185489,-3455,23.0493307113647%,479
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Round Rock (Cluster),7269069,34.48,-72867,55572,5.01570403575897%,544
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Round Rock,7269069,34.48,-72867,55572,5.01570403575897%,544
Office,2025 Q3,All,2025 Q2,Austin - TX USA - South (Cluster),7431095,43.83,93777,163675,18.5794025659561%,536
Office,2025 Q3,All,2025 Q2,Austin - TX USA - South,7431095,43.83,93777,163675,18.5794025659561%,536
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Southeast (Cluster),5541700,35.46,-124486,-7820,7.70166218280792%,121
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Southeast,5541700,35.46,-124486,-7820,7.70166218280792%,121
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Southwest (Cluster),17111401,39.87,384985,169646,12.0248831808567%,676
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Southwest,17111401,39.87,384985,169646,12.0248831808567%,676
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Suburban (Location Type),80815784,37.98,503814,1018062,17.1246126294136%,4338
Office,2025 Q3,All,2025 Q2,Austin - TX USA - Urban (Location Type),31799346,41.86,335518,151503,12.063704431057%,1318
Office,2025 Q3,All,2025 Q2,Austin - TX USA - West Central (Cluster),2826160,46.33,59115,-492,5.19875027239323%,239
Office,2025 Q3,All,2025 Q2,Austin - TX USA - West Central,2826160,46.33,59115,-492,5.19875027239323%,239
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Downtown (Cluster),5277355,21.29,65322,-301,6.62140399217606%,607
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Downtown,5277355,21.29,65322,-301,6.62140399217606%,607
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - NE Outlying Kern County (Cluster),611704,19.14,-28753,-33,7.11520612239838%,97
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - NE Outlying Kern County,611704,19.14,-28753,-33,7.11520612239838%,97
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - North Bakersfield (Cluster),475403,20.63,15195,-36,9.52202677726746%,58
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - North Bakersfield,475403,20.63,15195,-36,9.52202677726746%,58
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - North Outlying Kern County (Cluster),249570,23.41,8117,-12,3.32331620156765%,44
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - North Outlying Kern County,249570,23.41,8117,-12,3.32331620156765%,44
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Northeast Bakersfield (Cluster),915935,21.03,77941,-50,4.92938905954361%,128
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Northeast Bakersfield,915935,21.03,77941,-50,4.92938905954361%,128
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Northwest Bakersfield (Cluster),752006,24.71,1468,-54,2.30556670576334%,131
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Northwest Bakersfield,752006,24.71,1468,-54,2.30556670576334%,131
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - NW Outlying Kern County (Cluster),185209,19.59,-2981,-8,2.95018069446087%,38
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - NW Outlying Kern County,185209,19.59,-2981,-8,2.95018069446087%,38
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - SE Outlying Kern County (Cluster),277961,21.89,-2224,-11,4.46789301931858%,60
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - SE Outlying Kern County,277961,21.89,-2224,-11,4.46789301931858%,60
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - South Bakersfield (Cluster),133260,21.72,308,-3,8.43388885259628%,31
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - South Bakersfield,133260,21.72,308,-3,8.43388885259628%,31
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Southeast Bakersfield (Cluster),443715,20.74,-7906,-31,1.77501328289509%,39
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Southeast Bakersfield,443715,20.74,-7906,-31,1.77501328289509%,39
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Southwest Bakersfield (Cluster),4324218,22.77,55534,-403,9.4546340405941%,216
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Southwest Bakersfield,4324218,22.77,55534,-403,9.4546340405941%,216
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Suburban (Location Type),10964300,23.81,213625,-900,11.6613462567329%,942
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - SW Outlying Kern County (Cluster),110599,22.38,-143,-2,0.127487594727427%,27
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - SW Outlying Kern County,110599,22.38,-143,-2,0.127487594727427%,27
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - University Centre (Cluster),2484720,29.48,97069,-257,27.0868748426437%,73
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - University Centre,2484720,29.48,97069,-257,27.0868748426437%,73
Office,2025 Q3,All,2025 Q2,Bakersfield - CA USA - Urban (Location Type),5277355,21.29,65322,-301,6.62140399217606%,607
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Aberdeen,2106024,25.4,16639,-827,27.5377690792084%,145
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Annapolis,7920538,28.11,-7825,-14372,7.71426111459732%,470
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore City East (Cluster),14886449,28.06,874264,828927,10.6321461498737%,762
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore City West (Cluster),9109929,24.47,-2423,250656,12.0775915682316%,326
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore County East (Cluster),5164573,21.01,76313,-1698,8.31445306539536%,621
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore County East,5164573,21.01,76313,-1698,8.31445306539536%,621
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore County SW (Cluster),7539069,21.37,-182645,1315,20.9826037287712%,315
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore Midtown,8044568,19.74,6178,-16759,7.36932083964348%,482
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore Northeast,3564596,25.58,-22312,-1237,4.55005280673504%,297
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore Northwest,4854849,26.82,45436,-1674,3.20281833410263%,207
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore Southeast,11321853,28.86,896576,830164,12.5470444560051%,465
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Baltimore Southwest,4255080,21.79,-47859,252330,22.2032964229584%,119
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - BWI Howard County,1486381,22.2,-29420,-546,11.6159990429878%,61
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - BWI North/Linthicum,3595939,23.35,-12165,-96786,10.1572915911674%,78
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - BWI/Anne Arundel,7593708,27.93,-48680,134794,8.45580324530602%,120
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - BWI/Baltimore County,815277,22.31,1987,4515,2.62732785195112%,77
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Carroll County (Cluster),2653166,20.66,-23261,-855,4.59458641707897%,322
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Carroll County,2653166,20.66,-23261,-855,4.59458641707897%,322
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Catonsville,1341228,22.32,-44086,-469,6.14988654851913%,129
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - CBD (Location Type),22140621,22.7,-367771,-9307,18.0837705731392%,277
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - CBD Baltimore,22140621,22.7,-367771,-9307,18.0837705731392%,277
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Central Baltimore County (Cluster),19357998,22.88,-221302,-7260,12.7240836620331%,663
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Columbia North,2269186,25.05,-6509,-839,11.4696197211742%,62
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Columbia South,10803129,24.91,199691,63183,14.3690869212151%,198
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Downtown Baltimore City (Cluster),30185189,21.91,-361593,-26066,15.2282923460007%,759
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Downtown Columbia,3476596,28.5,41216,-1983,21.2335854768753%,58
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Ellicott City,1922223,23.77,-13570,-655,6.99107199907303%,138
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Ellicott City/Columbia (Cluster),18471134,25.48,220828,59706,14.5371034741402%,456
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Harford County (Cluster),6063532,24.03,47492,-4480,12.0692364871502%,640
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - I-97/Crain Hwy Corridor,1832146,25.13,36060,-803,7.71270394325256%,132
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Outlying Harford County,3957508,23.3,30853,-3653,3.83751578629017%,495
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Outlying Howard County (Cluster),213284,22.93,194,-67,3.41938436031342%,32
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Outlying Howard County,213284,22.93,194,-67,3.41938436031342%,32
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Queen Anne's County (Cluster),1013548,20.93,9408,-321,5.53155839443207%,123
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Queen Anne's County,1013548,20.93,9408,-321,5.53155839443207%,123
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Reisterstown Rd Corridor (Cluster),8656004,23.07,-147636,-3703,14.9026855826378%,408
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Reisterstown Rd Corridor,8656004,23.07,-147636,-3703,14.9026855826378%,408
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 1/BWI Area (Cluster),12676028,25.96,-90265,37462,9.30904373526573%,259
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 2 Corridor (Cluster),3182255,23.03,-8739,23981,6.77352994680405%,310
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 2 Corridor North,2263342,22.88,-25383,-723,7.3061428964138%,222
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 2 Corridor South,918913,23.4,16644,24704,5.4616704583168%,88
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 83 Corridor North,7472398,22.43,-103140,-2736,14.1765728592873%,208
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Route 83 Corridor South,3253372,23.37,5095,-1150,11.4630915224552%,140
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Southern Anne Arundel (Cluster),10134557,27.42,21382,-15291,7.65250027179718%,661
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Southern Anne Arundel,381873,24.17,-6853,-116,6.08265064656734%,59
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Suburban (Location Type),93638767,24.1,-268811,89335,12.1371857821941%,4749
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Towson,8632228,23.09,-123257,-3374,11.9420036673546%,315
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Urban (Location Type),33527327,24.83,848599,1062278,10.2856308221817%,1631
Office,2025 Q3,All,2025 Q2,Baltimore - MD USA - Woodlawn,5382564,21,-140546,-2731,27.4588286876678%,109
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Ascension Parish (Cluster),1298038,19.76,-1141,7843,2.39222571253777%,245
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Ascension Parish,1298038,19.76,-1141,7843,2.39222571253777%,245
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - CBD (Location Type),5454705,22.06,6927,-1035,5.63546530902386%,345
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - College/Acadian,2811738,21.91,-12645,-493,1.83726213872433%,249
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - East Feliciana Parish (Cluster),93462,18.59,-158,-16,0.151933403685689%,14
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - East Feliciana Parish,93462,18.59,-158,-16,0.151933403685689%,14
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Essen/Bluebonnet,7017466,22.18,-193820,-1235,5.15210181474686%,591
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Florida/Airline,5979844,16.32,-15753,-933,10.0943438708782%,634
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Greater Baton Rouge N (Cluster),6988611,16.49,-9519,-1076,8.94772931933403%,792
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Greater Baton Rouge N,855523,16.9,8399,-121,1.77411939948797%,124
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Greater Baton Rouge S (Cluster),13167609,21.44,-277824,-2302,5.89285418391228%,1209
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Livingston Parish (Cluster),811189,18.3,51420,59168,1.64351332932711%,163
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Livingston Parish,811189,18.3,51420,59168,1.64351332932711%,163
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - North CBD (Cluster),3321438,22.67,37325,-665,7.58547931909561%,145
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - North CBD,3321438,22.67,37325,-665,7.58547931909561%,145
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Old South Baton Rouge (Cluster),286826,24.7,-461,-46,0.144687027204782%,28
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Old South Baton Rouge,286826,24.7,-461,-46,0.144687027204782%,28
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Pointe Coupee Parish (Cluster),84091,18.25,-136,-10,0.149837671779096%,15
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Pointe Coupee Parish,84091,18.25,-136,-10,0.149837671779096%,15
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Sherwood Forest,3338405,19.46,-71359,-574,10.8657278120518%,369
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - South CBD (Cluster),2133267,21.11,-30398,-370,2.59934645146132%,200
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - South CBD,2133267,21.11,-30398,-370,2.59934645146132%,200
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - St Helena Parish (Cluster),37191,16.87,-62,-4,0.155951711349189%,7
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - St Helena Parish,37191,16.87,-62,-4,0.155951711349189%,7
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Suburban (Location Type),22870980,19.66,-238032,63549,6.35538101196289%,2523
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Urban (Location Type),286826,24.7,-461,-46,0.144687027204782%,28
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - West Baton Rouge (Cluster),341561,19.56,-531,-46,2.19140946865082%,69
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - West Baton Rouge,341561,19.56,-531,-46,2.19140946865082%,69
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - West Feliciana Parish (Cluster),49228,19.75,-81,-8,0.148289592470974%,9
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - West Feliciana Parish,49228,19.75,-81,-8,0.148289592470974%,9
Office,2025 Q3,All,2025 Q2,Baton Rouge - LA USA - Zachary,153244,20.8,-2165,-22,4.25334759056568%,34
Office,2025 Q3,All,2025 Q2,Battle Creek - MI USA - Battle Crk/W Calhoun Cnty,2628604,19.5,-8688,-594,13.8242587447166%,222
Office,2025 Q3,All,2025 Q2,Battle Creek - MI USA - Calhoun County (Cluster),3023551,19.44,-5609,-675,12.1223352849483%,278
Office,2025 Q3,All,2025 Q2,Battle Creek - MI USA - Eastern Calhoun County,394947,19.1,3079,-81,0.795043352991343%,56
Office,2025 Q3,All,2025 Q2,Battle Creek - MI USA - Suburban (Location Type),3023551,19.44,-5609,-675,12.1223352849483%,278
Office,2025 Q3,All,2025 Q2,Bay City - MI USA - Suburban (Location Type),869928,16.16,10002,-212,2.09442619234324%,40
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Beaumont (Cluster),2119249,20.88,1646,7376,3.39138992130756%,316
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Beaumont,2119249,20.88,1646,7376,3.39138992130756%,316
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Downtown Beaumont (Cluster),4378617,19.32,47758,-362,2.34105885028839%,330
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Downtown Beaumont,4378617,19.32,47758,-362,2.34105885028839%,330
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Downtown Port Arthur (Cluster),499746,17.99,7357,-41,3.07616274803877%,44
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Downtown Port Arthur,499746,17.99,7357,-41,3.07616274803877%,44
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Hardin County (Cluster),291895,18.83,5486,-1456,6.01860247552395%,65
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Hardin County,291895,18.83,5486,-1456,6.01860247552395%,65
Office,2025 Q3,All,2025 Q2,Beaumont - TX USA - Orange County (Cluster),597947,19.62,-33012,-38,8.30608755350113%,104
