address,Class,RBA,Building Vacancy %,Asking Rent,Landlord,Lease Expiration,% Occupied,Occupied SF,Current Rent,Existing Buildings,Inventory SF,Vacancy Rate,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Market Asking Rent/SF,city,state,submarket
6500 Harbour Heights Pky - Harbour Pointe Tech Center,A - Flex R&D,"338,838",50.12 %,$13.50 - 14.50 PSF Triple Net,Gurpreet Singh,,49.88%,169000 SF,,184,"2,654,282",6.39%,"(-8,346) SF",0 SF,28.96 PSF,Mukilteo,WA,S Everett/Harbor Pt
